Name,Salary
Shaquille O'Neal,17142858
Kobe Bryant,9000000
Glen Rice,7000000
Robert Horry,4800000
Rick Fox,3033000
Derek Fisher,3000000
Travis Knight,2800000
Ron Harper,2000000
A.C. Green,1700000
Tyronn Lue,809280
Devean George,790440
Sam Jacobson,721080
John Salley,510000
Byron Scott,510000
Brian Shaw,510000
Shea Seals,385000
John Celestand,301875
Andy Panko,5000
