Name,Salary
Charles Oakley,5236000
Antonio Davis,4200000
Dee Brown,4000000
Michael Stewart,3200000
Doug Christie,2742600
Kevin Willis,2625000
Vince Carter,2267280
Dell Curry,2100000
Alvin Williams,1925000
Tracy McGrady,1767120
B.J. Tyler,1614000
Aleksandar Radojevic,1325760
John Thomas,832560
Muggsy Bogues,510000
Sean Marks,38500
