Name,Salary
Juwan Howard,15000000
Mitch Richmond,10000000
Rod Strickland,10000000
Isaac Austin,4819451
Tracy Murray,2720000
Michael Smith,2000000
Richard Hamilton,1836240
Chris Whitney,1680000
Lorenzo Williams,1540000
Aaron Williams,1100000
John Coker,510000
Reggie Jordan,510000
Gerard King,460000
Jahidi White,385000
Calvin Booth,301875
Laron Profit,301875
Jason Lawson,25000
Jonathan Kerner,5000
