Name,Salary
Gary Payton,11020473
Vin Baker,9000000
Horace Grant,5952381
Brent Barry,3960000
Greg Foster,1603861
Vernon Maxwell,1430000
Jelani McCoy,1000000
Ruben Patterson,900000
Vladimir Stepania,700320
Emanual Davis,510000
Chuck Person,510000
Shammond Williams,500000
Fred Vinson,485000
Rashard Lewis,385000
Lazaro Borrell,301875
