Name,Salary
Shareef Abdur-Rahim,9000000
Bryant Reeves,8666666
Doug West,3295000
Mike Bibby,3092400
Brent Price,2944000
Othella Harrington,2025000
Grant Long,2000000
Cherokee Parks,1925000
Michael Dickerson,1224960
Dennis Scott,1100000
Antoine Carr,1000000
DeJuan Wheat,460000
Obinna Ekezie,301875
Milt Palacio,301875
Joe Stephens,88441
Robert Werdann,7471
