Name,Salary
David Robinson,11592683
Sean Elliott,5433333
Tim Duncan,3858240
Avery Johnson,3200000
Antonio Daniels,2794920
Samaki Walker,2716667
Jaren Jackson,2483333
Malik Rose,2285000
Terry Porter,2000000
Steve Kerr,1968750
Mario Elie,1925000
Jerome Kersey,1000000
Felton Spencer,510000
Andrew Gaze,460000
Derrick Dial,301875
