Chris Webber,19125000
Allen Iverson,16453125
Jamal Mashburn,10075000
Samuel Dalembert,8470000
Todd MacCulloch,6353200
Aaron McKie,6000000
Kyle Korver,3630363
Kevin Ollie,2950200
Steven Hunter,2800000
Andre Iguodala,2058000
Greg Buckner,1925926
John Salmons,1669001
Lee Nailon,835810
Michael Bradley,819550
Matt Barnes,552269
Louis Williams,450000
Shavlik Randolph,398762
James Thomas,148698
Deng Gai,92396
