Gerald Wallace,5000000
Brevin Knight,4600000
Emeka Okafor,4020120
Kareem Rush,3000000
Raymond Felton,2847360
Primoz Brezec,2750000
Melvin Ely,2401027
Jake Voskuhl,1937500
Jumaine Jones,1875000
Sean May,1619280
Matt Carroll,1100000
Keith Bogans,869373
Bernard Robinson,641748
Alan Anderson,398762
Kevin Burleson,398762
