Rasheed Wallace,10860000
Richard Hamilton,8625000
Ben Wallace,7500000
Chauncey Billups,5909800
Antonio McDyess,5393300
Darko Milicic,4135200
Carlos Arroyo,4000000
Dale Davis,3500000
Derrick Coleman,2000000
Tayshaun Prince,1763115
Lindsey Hunter,1760000
Maurice Evans,1500000
Carlos Delfino,969696
Jason Maxiell,905640
Alex Acker,398762
Amir Johnson,398762
