Nick Van Exel,11956625
Erick Dampier,7842000
Avery Johnson,5445600
Clifford Robinson,4700000
Adonal Foyle,4400000
Mike Dunleavy,3332520
Evan Eschmeyer,3017266
Speedy Claxton,3000000
Jason Richardson,2789280
Mickael Pietrus,1527946
Troy Murphy,1506960
Calbert Cheaney,1070000
Popeye Jones,1070000
Brian Cardinal,663679
Pepe Sanchez,663679
Cherokee Parks,228946
Sean Lampley,89364
Dan Langhi,72843
