Andre Miller,8000000
Marcus Camby,7250000
Carmelo Anthony,3229200
Jon Barry,3000000
Nikoloz Tskitishvili,2720760
Earl Boykins,2500000
Cory Alexander,2302778
Nene,2102840
Rodney White,1947600
Mark Jackson,1500000
Ryan Bowen,1250000
Voshon Lenard,1200000
Mark Pope,751179
Chris Andersen,638679
Jeff Trepagnier,638679
Francisco Elson,366931
