Rasheed Wallace,17000000
Shawn Kemp,14941935
Damon Stoudamire,12375000
Dale Davis,9061875
Derek Anderson,7794000
Wesley Person,7700000
Ruben Patterson,5445600
Jeff McInnis,3300000
Zach Randolph,1172160
Qyntel Woods,1053720
Travis Outlaw,941040
Vladimir Stepania,751179
Ruben Boumtje-Boumtje,663679
Matt Carroll,349032
Kaniel Dickens,264011
Tracy Murray,143537
