Anfernee Hardaway,13500000
Stephon Marbury,13500000
Tom Gugliotta,11670000
Shawn Marion,10960000
Jahidi White,5676091
Amar'e Stoudemire,1899720
Joe Johnson,1850160
Cezary Trybanski,1600000
Jake Voskuhl,1500000
Zarko Cabarkapa,1221240
Scott Williams,1070000
Casey Jacobsen,1011600
Leandro Barbosa,809280
Donnell Harvey,663679
