Ray Allen,13500000
Rashard Lewis,7012987
Vitaly Potapenko,5715000
Calvin Booth,5446800
Brent Barry,5400000
Jerome James,5000600
Antonio Daniels,2200000
Vladimir Radmanovic,1669800
Nick Collison,1578240
Luke Ridnour,1424400
Joseph Forte,1080360
Reggie Evans,700000
Ansu Sesay,688679
Ronald Murray,563679
Richie Frahm,366931
