Antoine Walker,13500000
Michael Finley,13281250
Antawn Jamison,11326219
Dirk Nowitzki,11326219
Tariq Abdul-Wahad,6187500
Steve Nash,5750000
Danny Fortson,5428602
Shawn Bradley,3500000
Eduardo Najera,3428572
Tony Delk,2925000
Travis Best,938679
Josh Howard,773400
Muggsy Bogues,437420
Marquis Daniels,366931
Jon Stefansson,366931
