Zydrunas Ilgauskas,13500000
Eric Williams,5540000
Tony Battie,4400000
Darius Miles,4130701
LeBron James,4018920
Dajuan Wagner,2471280
Ira Newble,2458500
Kevin Ollie,2458500
DeSagana Diop,2118840
Kedrick Brown,1757640
Bimbo Coles,1050000
Bruno Sundov,751159
Carlos Boozer,563679
J.R. Bremer,563679
Jason Kapono,366931
Jelani McCoy,36643
