Jalen Rose,13279750
Vince Carter,11326219
Hakeem Olajuwon,6326923
Alvin Williams,5500000
Donyell Marshall,4605196
Lamond Murray,4500000
Eric Montross,2960000
Chris Bosh,2911320
Michael Curry,2800000
Nate Huffman,1760000
Morris Peterson,1646079
Jerome Moiso,1600000
Michael Bradley,1292040
Milt Palacio,688679
Mengke Bateer,636679
Lonny Baxter,636679
Roger Mason,563679
