Elton Brand,13152000
Cuttino Mobley,7200000
Corey Maggette,7000000
Sam Cassell,6875000
Shaun Livingston,3254880
Zeljko Rebraca,3000000
Chris Wilcox,2812239
Chris Kaman,2753760
Yaroslav Korolev,1704480
Walter McCarty,1035000
Quinton Ross,700000
James Singleton,625000
Daniel Ewing,450000
Boniface N'Dong,398762
Howard Eisley,291567
Anthony Goldwire,74652
Kaniel Dickens,31305
