Allan Houston,19125000
Stephon Marbury,16453125
Anfernee Hardaway,15750000
Antonio Davis,13925000
Maurice Taylor,9100000
Shandon Anderson,7900000
Eddy Curry,7390000
Quentin Richardson,6940000
Jerome Williams,6620063
Jamal Crawford,6480000
Malik Rose,6008750
Jerome James,5000000
Channing Frye,2162880
Nate Robinson,1102680
David Lee,861360
Trevor Ariza,682051
Qyntel Woods,599834
Jackie Butler,398762
Matt Barnes,131593
