Michael Redd,12000000
Jamaal Magloire,8533333
Bobby Simmons,8000000
Calvin Booth,6354600
Joe Smith,6353200
Dan Gadzuric,4750000
Andrew Bogut,4340520
T.J. Ford,2303040
Jiri Welsch,2177114
Toni Kukoc,2000000
Mo Williams,1760000
Reece Gaines,1556160
Ervin Johnson,1138500
Charlie Bell,641748
Jermaine Jackson,583944
Ersan Ilyasova,398762
Josh Davis,131593
