Rk,G,Date,Age,Tm,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
78,78,1991-04-12,29-334,DET,CHI,W (+4),1,30:00,1,6,.167,0,0,,0,0,,7,5,12,0,1,0,0,6,2,3.2
79,79,1991-04-14,29-336,DET,IND,L (-18),1,43:00,5,9,.556,0,1,.000,2,2,1.000,5,7,12,1,0,0,0,5,12,12.0
80,80,1991-04-16,29-338,DET,BOS,W (+28),1,37:00,6,10,.600,0,1,.000,0,0,,6,12,18,0,2,2,1,2,12,16.8
81,81,1991-04-19,29-341,DET,ATL,W (+6),1,29:00,4,6,.667,0,0,,5,6,.833,4,4,8,1,0,1,1,6,13,12.0
82,82,1991-04-21,29-343,DET,CHI,L (-8),1,38:00,7,10,.700,1,2,.500,0,0,,5,7,12,2,3,0,0,5,15,18.8
1,1,1991-04-26,29-348,DET,ATL,L (-5),1,29:00,7,12,.583,0,1,.000,1,2,.500,7,4,11,0,0,1,0,3,15,14.6
2,2,1991-04-28,29-350,DET,ATL,W (+13),1,33:00,3,10,.300,0,1,.000,2,4,.500,8,8,16,0,0,0,0,2,8,8.6
3,3,1991-04-30,29-352,DET,ATL,W (+12),1,44:00,4,8,.500,0,0,,1,1,1.000,6,7,13,2,0,1,0,4,9,11.8
4,4,1991-05-02,29-354,DET,ATL,L (-12),1,22:00,0,3,.000,0,0,,0,1,.000,4,8,12,3,3,0,0,5,0,5.8
5,5,1991-05-05,29-357,DET,ATL,W (+32),1,31:00,6,11,.545,0,0,,0,0,,7,13,20,2,0,0,1,4,12,14.3
6,6,1991-05-07,29-359,DET,BOS,W (+11),1,40:00,6,12,.500,0,0,,0,0,,3,13,16,1,0,0,2,1,12,10.3
7,7,1991-05-09,29-361,DET,BOS,L (-6),1,29:00,1,4,.250,0,0,,1,2,.500,0,6,6,1,1,0,0,6,3,1.3
8,8,1991-05-11,29-363,DET,BOS,L (-32),1,26:00,3,5,.600,0,0,,2,6,.333,8,4,12,0,1,0,1,2,8,10.1
9,9,1991-05-13,30-000,DET,BOS,W (+7),1,47:00,1,1,1.000,0,0,,3,8,.375,5,13,18,0,0,1,2,4,5,7.2
10,10,1991-05-15,30-002,DET,BOS,W (+5),1,37:00,0,2,.000,0,0,,0,0,,3,7,10,1,0,1,0,4,0,2.6
11,11,1991-05-17,30-004,DET,BOS,W (+4),1,39:00,2,5,.400,0,0,,0,0,,6,7,13,2,1,1,2,4,4,7.1
12,12,1991-05-19,30-006,DET,CHI,L (-11),1,37:00,2,4,.500,1,2,.500,0,0,,3,6,9,1,0,1,1,4,5,5.7
13,13,1991-05-21,30-008,DET,CHI,L (-8),1,45:00,3,6,.500,1,3,.333,0,0,,1,10,11,1,4,2,2,4,7,10.2
14,14,1991-05-25,30-012,DET,CHI,L (-6),1,21:00,0,3,.000,0,0,,0,0,,5,2,7,0,1,1,2,5,0,-0.3
15,15,1991-05-27,30-014,DET,CHI,L (-21),0,15:00,3,5,.600,0,2,.000,0,0,,1,2,3,0,0,1,0,3,6,4.5
