Rk,G,Date,Age,Tm,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
37,37,1992-01-13,30-245,DET,DAL,W (+3),1,48:00,6,9,.667,0,1,.000,2,3,.667,5,16,21,3,0,0,0,4,14,18.5
38,38,1992-01-15,30-247,DET,IND,W (+14),1,44:00,4,7,.571,0,0,,4,6,.667,9,11,20,3,0,0,2,3,12,16.4
39,39,1992-01-19,30-251,DET,CHI,L (-2),1,46:00,5,6,.833,0,1,.000,1,1,1.000,5,12,17,3,2,0,1,4,11,17.4
40,40,1992-01-23,30-255,DET,MIN,W (+11),1,46:00,0,3,.000,0,0,,3,6,.500,9,18,27,6,2,1,2,3,3,15.1
41,41,1992-01-24,30-256,DET,CHI,L (-24),1,42:00,5,7,.714,2,3,.667,0,0,,3,10,13,3,1,0,0,2,12,16.5
42,42,1992-01-26,30-258,DET,BOS,L (-15),1,44:00,3,4,.750,0,0,,0,0,,4,11,15,3,1,0,0,3,6,12.4
43,43,1992-01-28,30-260,DET,CHH,W (+5),1,50:00,6,9,.667,1,1,1.000,3,5,.600,12,20,32,3,0,1,4,3,16,23.3
44,44,1992-01-29,30-261,DET,CLE,L (-5),1,46:00,5,10,.500,1,3,.333,0,0,,8,14,22,3,1,0,3,4,11,14.3
45,45,1992-01-31,30-263,DET,MIA,W (+11),1,44:00,4,5,.800,1,1,1.000,1,2,.500,6,19,25,3,1,1,2,4,10,17.8
46,46,1992-02-01,30-264,DET,ATL,W (+9),1,44:00,2,5,.400,1,2,.500,1,2,.500,3,16,19,1,1,0,2,4,6,7.9
47,47,1992-02-05,30-268,DET,MIL,W (+8),0,41:00,2,7,.286,0,0,,2,4,.500,10,11,21,1,0,1,1,1,6,11.4
48,48,1992-02-06,30-269,DET,CLE,W (+17),1,39:00,3,7,.429,1,1,1.000,1,3,.333,8,18,26,3,1,1,3,3,8,14.1
49,49,1992-02-11,30-274,DET,MIL,L (-17),1,24:00,2,5,.400,0,2,.000,1,2,.500,3,3,6,1,0,0,1,4,5,3.0
50,50,1992-02-13,30-276,DET,MIN,L (-3),1,48:00,2,6,.333,0,2,.000,1,2,.500,5,10,15,4,0,1,4,5,5,5.2
51,51,1992-02-16,30-279,DET,PHI,W (+7),1,48:00,4,8,.500,0,1,.000,0,0,,10,16,26,4,1,2,0,2,8,20.2
52,52,1992-02-18,30-281,DET,ORL,W (+22),1,29:00,8,10,.800,2,3,.667,0,0,,9,18,27,5,0,1,1,4,18,27.5
53,53,1992-02-19,30-282,DET,NJN,L (-4),1,38:00,6,9,.667,1,3,.333,2,4,.500,10,15,25,1,2,0,3,4,15,19.9
54,54,1992-02-21,30-284,DET,ORL,W (+14),1,41:00,2,5,.400,0,1,.000,1,2,.500,4,19,23,3,0,2,2,4,5,10.3
55,55,1992-02-22,30-285,DET,MIA,L (-9),1,42:00,1,6,.167,1,3,.333,0,0,,4,11,15,1,1,2,0,2,3,7.6
56,56,1992-02-25,30-288,DET,CHI,W (+2),1,43:00,5,9,.556,1,2,.500,4,4,1.000,6,14,20,2,0,0,2,3,15,17.3
57,57,1992-02-27,30-290,DET,MIL,W (+7),1,48:00,6,9,.667,2,2,1.000,2,2,1.000,7,15,22,4,1,2,4,3,16,21.5
58,58,1992-02-29,30-292,DET,NJN,L (-9),1,48:00,4,12,.333,0,4,.000,0,0,,9,14,23,4,1,3,1,2,8,15.8
59,59,1992-03-02,30-294,DET,WSB,W (+10),1,42:00,4,6,.667,1,3,.333,1,2,.500,7,14,21,0,0,1,1,4,10,14.2
60,60,1992-03-04,30-296,DET,IND,W (+3),1,45:00,4,15,.267,0,1,.000,2,4,.500,18,16,34,3,2,0,2,5,10,17.8
61,61,1992-03-06,30-298,DET,DEN,W (+15),1,39:00,1,3,.333,0,0,,0,2,.000,6,11,17,2,1,1,2,4,2,6.5
62,62,1992-03-08,30-300,DET,LAL,W (+5),1,44:00,2,3,.667,0,0,,0,0,,6,14,20,4,0,1,0,2,4,13.8
63,63,1992-03-10,30-302,DET,SEA,W (+6),1,43:00,3,6,.500,0,1,.000,1,2,.500,6,9,15,4,1,1,2,3,7,11.8
64,64,1992-03-12,30-304,DET,GSW,W (+7),1,43:00,2,2,1.000,0,0,,1,2,.500,4,17,21,3,0,1,2,4,5,11.1
65,65,1992-03-14,30-306,DET,SAC,W (+6),1,48:00,3,5,.600,0,0,,1,2,.500,9,22,31,0,3,1,6,4,7,13.3
66,66,1992-03-16,30-308,DET,ATL,L (-12),1,43:00,2,6,.333,0,1,.000,1,2,.500,8,9,17,1,1,0,0,3,5,10.0
67,67,1992-03-18,30-310,DET,PHI,W (+6),1,44:00,7,14,.500,0,0,,2,4,.500,9,16,25,1,2,1,1,4,16,20.1
68,68,1992-03-20,30-312,DET,BOS,L (-5),1,46:00,5,7,.714,0,0,,0,0,,9,16,25,3,0,0,0,4,10,18.7
69,69,1992-03-22,30-314,DET,CHH,L (-12),1,44:00,4,10,.400,1,3,.333,0,0,,6,11,17,3,0,1,0,4,9,12.3
70,70,1992-03-25,30-317,DET,GSW,L (-4),1,39:00,5,8,.625,0,1,.000,0,0,,7,14,21,2,2,0,1,2,10,17.1
71,71,1992-03-27,30-319,DET,BOS,L (-19),1,44:00,5,9,.556,0,0,,0,0,,6,11,17,2,1,1,3,4,10,11.7
72,72,1992-03-29,30-321,DET,SAS,W (+4),0,12:00,1,2,.500,0,1,.000,0,0,,1,2,3,1,0,0,0,0,2,3.0
73,73,1992-03-31,30-323,DET,LAC,L (-16),1,33:00,2,6,.333,0,3,.000,0,0,,9,12,21,1,4,1,4,2,4,11.1
74,74,1992-04-03,30-326,DET,WSB,L (-34),1,31:00,5,10,.500,0,1,.000,3,4,.750,5,5,10,1,0,1,3,3,13,9.8
75,75,1992-04-05,30-328,DET,MIA,W (+24),1,38:00,5,7,.714,0,0,,0,0,,4,15,19,4,1,1,0,3,10,17.7
76,76,1992-04-07,30-330,DET,NYK,W (+9),1,39:00,7,9,.778,0,0,,0,0,,5,7,12,3,1,0,3,5,14,14.2
77,77,1992-04-08,30-331,DET,PHI,W (+18),1,38:00,6,9,.667,1,1,1.000,0,0,,5,11,16,2,0,1,3,4,13,13.4
78,78,1992-04-10,30-333,DET,CHH,W (+19),1,43:00,9,15,.600,1,2,.500,0,0,,7,13,20,8,0,1,0,2,19,26.4
79,79,1992-04-12,30-335,DET,NYK,W (+11),1,45:00,6,14,.429,1,2,.500,0,0,,6,14,20,2,1,1,2,4,13,13.5
80,80,1992-04-14,30-337,DET,MIL,W (+4),1,51:00,8,12,.667,2,5,.400,1,3,.333,8,10,18,3,1,2,1,1,19,24.7
81,81,1992-04-15,30-338,DET,BOS,L (-3),1,47:00,6,13,.462,1,4,.250,1,1,1.000,4,14,18,5,1,0,1,5,14,15.8
82,82,1992-04-19,30-342,DET,CHI,L (-18),1,43:00,4,8,.500,2,4,.500,0,0,,3,10,13,2,0,0,0,2,10,11.7
1,1,1992-04-24,30-347,DET,NYK,L (-34),1,22:00,3,3,1.000,0,0,,0,0,,0,4,4,1,2,1,3,3,6,5.5
2,2,1992-04-26,30-349,DET,NYK,W (+1),1,26:00,2,4,.500,0,1,.000,1,2,.500,0,7,7,3,0,0,1,3,5,4.6
3,3,1992-04-28,30-351,DET,NYK,L (-3),1,42:00,4,7,.571,0,0,,3,4,.750,6,8,14,2,0,0,1,5,11,12.3
4,4,1992-05-01,30-354,DET,NYK,W (+4),1,39:00,6,11,.545,0,1,.000,0,0,,6,11,17,1,1,0,0,3,12,14.7
5,5,1992-05-03,30-356,DET,NYK,L (-7),1,27:00,1,2,.500,0,0,,0,2,.000,4,5,9,2,1,1,2,3,2,4.4
