Name,Salary
Dikembe Mutombo,12820249
Isaiah Rider,5410000
Alan Henderson,5318437
Lorenzen Wright,4400000
Bimbo Coles,2300000
Chris Crawford,2000000
LaPhonso Ellis,1925000
Jim Jackson,1925000
Duane Ferrell,1625000
Jason Terry,1468920
Scot Pollard,1063680
Cal Bowdler,1025880
Roshown McLeod,914760
Dion Glover,893400
Efthimi Rentzias,658700
Jeffrey Sheppard,385000
Brandon Williams,35176
