Chris Webber,15937500
Vlade Divac,12051510
Mike Bibby,9500000
Brad Miller,7000000
Doug Christie,6900000
Peja Stojakovic,6250000
Lawrence Funderburke,3600000
Bobby Jackson,2925000
Tony Massenburg,1070000
Anthony Peeler,1070000
Gerald Wallace,917520
Jabari Smith,638679
Darius Songaila,366931
Rodney Buford,145686
