Shaquille O'Neal,24749999
Kobe Bryant,13500000
Gary Payton,4917000
Rick Fox,4734797
Devean George,4546000
Derek Fisher,3000000
Stanislav Medvedenko,1540000
Karl Malone,1500000
Kareem Rush,1097640
Horace Grant,1070000
Bryon Russell,1070000
Brian Cook,903360
Jannero Pargo,563679
Jamal Sampson,563679
Luke Walton,366931
