Vin Baker,13500000
Paul Pierce,11326219
Raef LaFrentz,8178750
Chris Mills,6600000
Ricky Davis,5000600
Michael Stewart,4480000
Chris Mihm,2809494
Jumaine Jones,1500000
Marcus Banks,1499400
Jiri Welsch,1326600
Walter McCarty,1200000
Mark Blount,944922
Kendrick Perkins,814320
Mike James,638679
Brandon Hunter,366931
