Tim Duncan,12676125
Ron Mercer,6750000
Rasho Nesterovic,5600000
Malik Rose,4916250
Robert Horry,4500000
Bruce Bowen,3650000
Hedo Turkoglu,1995611
Manu Ginobili,1457500
Kevin Willis,1070000
Tony Parker,856200
Anthony Carter,751179
Jason Hart,638679
Sean Marks,596295
Devin Brown,563679
Alex Garcia,366931
Shane Heal,75615
