Baron Davis,10960000
Jamal Mashburn,8525000
P.J. Brown,8000000
David Wesley,3960000
George Lynch,2800000
Darrell Armstrong,2475000
Stacey Augmon,2400000
Courtney Alexander,2168193
Jamaal Magloire,1726771
Kirk Haston,1360080
Bryce Drew,1300000
David West,1160160
Sean Rooks,1070000
Steve Smith,1070000
Robert Traylor,825000
