Dikembe Mutombo,13626624
Jason Kidd,13152000
Kerry Kittles,9266666
Kenyon Martin,5128689
Alonzo Mourning,4917000
Rodney Rogers,3075600
Aaron Williams,2925000
Lucious Harris,2500000
Richard Jefferson,1586280
Jason Collins,1227480
Chris Childs,1166667
Brandon Armstrong,995650
Zoran Planinic,980280
Robert Pack,965610
Brian Scalabrine,800000
Tamar Slay,563679
Mikki Moore,513000
Damone Brown,202508
Doug Overton,104390
