Rk,G,Date,Age,Tm,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
49,46,1997-03-07,35-298,CHI,IND,W (+8),1,42:06,1,6,.167,0,1,.000,2,2,1.000,8,10,18,4,3,0,7,2,4,6.8
50,47,1997-03-09,35-300,CHI,NYK,L (-4),1,43:49,3,5,.600,0,1,.000,3,4,.750,7,12,19,1,1,0,3,5,9,11.5
51,48,1997-03-11,35-302,CHI,BOS,W (+11),1,33:19,3,4,.750,0,0,,0,0,,4,12,16,5,0,1,4,3,6,9.8
52,49,1997-03-12,35-303,CHI,PHI,W (+4),1,40:23,1,4,.250,0,0,,0,0,,6,11,17,5,3,0,1,3,2,11.4
53,50,1997-03-14,35-305,CHI,NJN,L (-1),1,33:59,1,8,.125,0,0,,0,2,.000,13,4,17,1,0,0,0,2,2,6.2
54,51,1997-03-15,35-306,CHI,ATL,W (+20),1,29:32,4,6,.667,2,2,1.000,0,0,,4,10,14,1,2,1,2,2,10,13.8
55,52,1997-03-18,35-309,CHI,SEA,W (+2),1,38:33,1,5,.200,0,0,,0,4,.000,3,14,17,2,1,0,3,3,2,1.8
56,53,1997-03-21,35-312,CHI,IND,W (+19),1,34:22,1,2,.500,0,0,,0,0,,6,13,19,3,0,2,2,3,2,9.4
57,54,1997-03-22,35-313,CHI,DET,W (+15),1,37:50,3,4,.750,1,2,.500,0,0,,3,15,18,4,0,0,0,2,7,14.0
58,55,1997-03-25,35-316,CHI,DAL,W (+2),1,29:34,1,6,.167,0,1,.000,0,0,,9,12,21,2,0,1,1,2,2,8.4
1,1,1997-04-25,35-347,CHI,WSB,W (+12),0,22:49,0,3,.000,0,0,,1,2,.500,6,3,9,0,0,0,0,5,1,1.6
2,2,1997-04-27,35-349,CHI,WSB,W (+5),0,33:18,2,3,.667,0,0,,0,0,,3,5,8,2,0,0,3,4,4,3.1
3,3,1997-04-30,35-352,CHI,WSB,W (+1),1,40:50,6,8,.750,0,0,,2,3,.667,6,4,10,0,0,1,3,5,14,11.5
4,4,1997-05-06,35-358,CHI,ATL,W (+3),1,22:03,0,1,.000,0,1,.000,0,0,,2,5,7,1,0,0,2,1,0,0.5
5,5,1997-05-08,35-360,CHI,ATL,L (-8),1,25:40,1,5,.200,0,0,,0,0,,2,3,5,0,0,1,1,6,2,-1.5
6,6,1997-05-10,35-362,CHI,ATL,W (+20),0,6:35,1,1,1.000,0,0,,0,0,,2,1,3,2,0,0,1,3,2,2.6
7,7,1997-05-11,35-363,CHI,ATL,W (+9),0,10:56,0,1,.000,0,0,,0,2,.000,0,1,1,0,0,0,0,4,0,-2.8
8,8,1997-05-13,36-000,CHI,ATL,W (+15),0,32:38,4,10,.400,2,3,.667,2,2,1.000,4,5,9,3,1,1,2,5,12,10.7
9,9,1997-05-20,36-007,CHI,MIA,W (+7),1,36:13,2,5,.400,0,0,,0,0,,7,12,19,1,2,0,3,6,4,7.1
10,10,1997-05-22,36-009,CHI,MIA,W (+7),1,29:07,0,2,.000,0,1,.000,1,2,.500,2,8,10,2,0,0,0,4,1,2.8
11,11,1997-05-24,36-011,CHI,MIA,W (+24),1,34:35,0,2,.000,0,2,.000,3,4,.750,3,6,9,0,2,0,1,3,3,4.9
12,12,1997-05-26,36-013,CHI,MIA,L (-7),1,42:23,6,13,.462,0,2,.000,1,1,1.000,5,6,11,3,1,0,2,5,13,10.7
13,13,1997-05-28,36-015,CHI,MIA,W (+13),1,34:15,3,7,.429,1,1,1.000,2,2,1.000,7,6,13,4,0,0,4,2,9,10.0
14,14,1997-06-01,36-019,CHI,UTA,W (+2),1,33:15,2,7,.286,0,2,.000,0,2,.000,4,8,12,1,2,0,2,4,4,3.4
15,15,1997-06-04,36-022,CHI,UTA,W (+12),1,25:28,2,3,.667,1,1,1.000,2,2,1.000,0,7,7,1,0,0,2,2,7,5.7
16,16,1997-06-06,36-024,CHI,UTA,L (-11),1,24:11,0,1,.000,0,1,.000,0,0,,1,2,3,1,0,1,1,1,0,0.6
17,17,1997-06-08,36-026,CHI,UTA,L (-5),1,24:38,0,4,.000,0,1,.000,0,0,,1,5,6,2,1,0,0,4,0,0.2
18,18,1997-06-11,36-029,CHI,UTA,W (+2),1,22:25,1,1,1.000,0,0,,0,2,.000,1,6,7,1,0,0,0,6,2,1.7
19,19,1997-06-13,36-031,CHI,UTA,W (+4),1,32:46,0,4,.000,0,1,.000,1,2,.500,3,8,11,3,1,0,1,4,1,2.8
