Rk,G,Date,Age,Tm,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
24,24,1989-12-19,28-220,DET,SEA,W (+17),0,23:00,2,6,.333,0,0,,0,1,.000,3,3,6,0,1,1,1,2,4,3.1
25,25,1989-12-22,28-223,DET,NJN,W (+6),0,25:00,1,3,.333,0,0,,2,2,1.000,2,3,5,0,1,0,1,2,4,3.8
26,26,1989-12-23,28-224,DET,ORL,W (+6),0,29:00,4,9,.444,0,0,,6,10,.600,6,7,13,0,0,1,1,2,14,12.9
27,27,1989-12-27,28-228,DET,CLE,W (+17),0,31:00,5,6,.833,0,0,,0,0,,5,7,12,1,0,1,2,4,10,11.2
28,28,1989-12-29,28-230,DET,MIL,L (-14),0,29:00,4,7,.571,0,0,,2,3,.667,3,5,8,1,1,0,1,4,10,9.0
29,29,1989-12-30,28-231,DET,NJN,W (+11),0,26:00,6,9,.667,1,1,1.000,0,0,,6,4,10,1,1,1,1,4,13,14.3
30,30,1990-01-02,28-234,DET,ORL,W (+2),0,24:00,3,3,1.000,0,0,,4,6,.667,1,7,8,1,0,1,1,4,10,9.9
31,31,1990-01-03,28-235,DET,LAC,W (+4),0,24:00,2,6,.333,0,0,,1,1,1.000,4,4,8,0,1,0,1,3,5,4.4
32,32,1990-01-05,28-237,DET,IND,W (+23),0,21:00,4,5,.800,0,0,,2,4,.500,3,5,8,1,1,0,2,4,10,9.0
33,33,1990-01-06,28-238,DET,NYK,W (+11),0,29:00,7,12,.583,0,1,.000,3,4,.750,3,6,9,0,0,1,1,3,17,13.4
34,34,1990-01-09,28-241,DET,CHI,W (+10),0,23:00,3,5,.600,0,1,.000,2,2,1.000,3,5,8,1,2,0,1,2,8,10.2
35,35,1990-01-10,28-242,DET,BOS,L (-7),0,28:00,4,5,.800,0,0,,2,2,1.000,4,5,9,0,0,1,1,3,10,10.9
36,36,1990-01-12,28-244,DET,MIN,W (+11),0,36:00,4,8,.500,0,0,,4,4,1.000,5,10,15,1,1,0,1,2,12,14.4
37,37,1990-01-13,28-245,DET,POR,W (+5),0,24:00,3,5,.600,0,0,,1,2,.500,3,6,9,0,0,0,2,2,7,5.4
38,38,1990-01-17,28-249,DET,PHI,L (-4),0,28:00,2,2,1.000,0,0,,0,2,.000,1,8,9,1,0,2,2,5,4,3.8
39,39,1990-01-19,28-251,DET,GSW,W (+7),0,34:00,6,10,.600,0,0,,1,2,.500,9,11,20,0,1,1,1,4,13,16.7
40,40,1990-01-21,28-253,DET,LAL,L (-10),0,29:00,2,4,.500,0,0,,4,7,.571,2,4,6,0,1,2,0,4,8,8.2
41,41,1990-01-23,28-255,DET,CHI,W (+12),1,37:00,3,6,.500,0,0,,3,5,.600,4,7,11,1,0,1,1,6,9,8.1
42,42,1990-01-26,28-258,DET,PHO,W (+4),1,23:00,2,2,1.000,0,0,,0,0,,2,5,7,1,3,0,1,4,4,7.4
43,43,1990-01-27,28-259,DET,MIN,W (+2),1,43:00,6,9,.667,0,0,,0,3,.000,3,8,11,2,0,0,2,4,12,9.2
44,44,1990-01-30,28-262,DET,ATL,W (+17),1,25:00,5,5,1.000,0,0,,0,0,,3,5,8,2,0,1,0,2,10,13.4
45,45,1990-01-31,28-263,DET,WSB,W (+24),1,20:00,4,7,.571,0,0,,2,2,1.000,1,5,6,1,1,0,2,3,10,7.4
46,46,1990-02-03,28-266,DET,CLE,W (+5),1,29:00,2,3,.667,0,0,,0,0,,2,6,8,2,1,0,0,2,4,7.5
47,47,1990-02-04,28-267,DET,UTA,W (+32),1,23:00,2,6,.333,0,1,.000,0,1,.000,2,6,8,0,0,0,0,2,4,2.6
48,48,1990-02-06,28-269,DET,CLE,W (+9),1,24:00,3,5,.600,0,1,.000,1,2,.500,4,7,11,2,0,0,2,2,7,7.8
49,49,1990-02-08,28-271,DET,MIL,W (+3),1,24:00,5,7,.714,0,0,,0,0,,3,6,9,1,0,1,2,4,10,8.8
50,50,1990-02-13,28-276,DET,DEN,W (+10),1,31:00,2,6,.333,0,0,,2,2,1.000,8,9,17,2,1,0,2,2,6,10.5
51,51,1990-02-17,28-280,DET,MIA,W (+18),1,37:00,4,6,.667,0,0,,0,0,,5,13,18,2,1,3,1,2,8,15.5
52,52,1990-02-19,28-282,DET,MIA,W (+9),1,39:00,8,11,.727,0,1,.000,2,3,.667,4,7,11,1,1,1,2,2,18,17.6
53,53,1990-02-21,28-284,DET,ORL,W (+31),1,26:00,3,6,.500,0,0,,0,2,.000,2,9,11,0,2,0,1,3,6,6.1
54,54,1990-02-23,28-286,DET,ATL,L (-9),1,30:00,5,6,.833,0,0,,0,3,.000,2,4,6,1,0,1,0,5,10,8.6
55,55,1990-02-25,28-288,DET,NYK,W (+11),1,32:00,5,6,.833,0,0,,0,0,,2,10,12,2,2,1,0,1,10,15.9
56,56,1990-02-27,28-290,DET,HOU,W (+4),1,36:00,0,3,.000,0,0,,1,2,.500,3,7,10,3,2,2,0,3,1,7.0
57,57,1990-03-01,28-292,DET,WSB,W (+14),1,32:00,2,6,.333,0,0,,1,2,.500,6,9,15,0,2,2,0,1,5,11.1
58,58,1990-03-02,28-293,DET,PHI,W (+3),1,41:00,3,8,.375,0,0,,0,0,,5,8,13,1,1,1,1,4,6,7.3
59,59,1990-03-04,28-295,DET,IND,W (+6),1,35:00,4,5,.800,0,0,,3,5,.600,5,12,17,1,0,3,0,2,11,17.4
60,60,1990-03-06,28-297,DET,SAC,W (+10),1,27:00,2,5,.400,0,0,,2,2,1.000,5,5,10,0,0,2,0,1,6,9.3
61,61,1990-03-09,28-300,DET,NJN,W (+4),1,41:00,5,11,.455,0,0,,1,1,1.000,8,5,13,1,0,1,2,4,11,10.2
62,62,1990-03-11,28-302,DET,CHH,W (+10),1,30:00,2,3,.667,0,0,,1,2,.500,2,7,9,2,1,1,2,3,5,6.7
63,63,1990-03-15,28-306,DET,SAS,W (+12),1,32:00,3,5,.600,0,0,,0,0,,5,3,8,4,1,2,1,4,6,10.7
64,64,1990-03-16,28-307,DET,CHI,W (+25),1,36:00,6,7,.857,0,0,,1,2,.500,3,5,8,0,0,1,1,2,13,12.6
65,65,1990-03-18,28-309,DET,DAL,W (+30),1,21:00,4,6,.667,0,0,,0,0,,2,5,7,1,0,1,2,3,8,6.5
66,66,1990-03-20,28-311,DET,MIL,W (+21),1,28:00,4,6,.667,0,0,,0,0,,5,4,9,3,1,0,2,2,8,10.4
67,67,1990-03-22,28-313,DET,HOU,L (-5),1,33:00,2,5,.400,0,1,.000,3,6,.500,7,5,12,1,1,1,1,4,7,9.3
68,68,1990-03-24,28-315,DET,SAS,L (-7),1,32:00,3,5,.600,0,0,,0,0,,5,3,8,1,0,1,1,5,6,6.5
69,69,1990-03-25,28-316,DET,DAL,L (-2),1,31:00,1,2,.500,0,0,,5,6,.833,1,4,5,0,0,1,0,4,7,6.6
70,70,1990-03-28,28-319,DET,CHH,W (+9),1,32:00,2,3,.667,0,0,,5,5,1.000,3,5,8,2,3,0,0,4,9,14.1
71,71,1990-03-30,28-321,DET,BOS,L (-12),1,26:00,5,11,.455,0,0,,1,2,.500,7,7,14,0,0,0,1,5,11,8.9
72,72,1990-04-03,28-325,DET,BOS,W (+11),1,40:00,6,9,.667,0,0,,2,4,.500,7,6,13,1,0,1,0,3,14,16.2
73,73,1990-04-05,28-327,DET,ATL,W (+5),1,18:00,2,3,.667,0,0,,4,4,1.000,1,5,6,0,0,0,1,5,8,5.9
74,74,1990-04-06,28-328,DET,MIL,L (-8),1,36:00,4,8,.500,0,0,,3,4,.750,5,7,12,0,3,0,1,6,11,11.8
75,75,1990-04-08,28-330,DET,CLE,L (-3),1,35:00,2,3,.667,0,0,,1,2,.500,4,7,11,1,0,0,1,5,5,5.9
76,76,1990-04-10,28-332,DET,NYK,W (+10),1,39:00,4,8,.500,0,0,,2,3,.667,8,5,13,0,1,1,3,4,10,9.8
77,77,1990-04-11,28-333,DET,NJN,W (+5),1,33:00,3,4,.750,0,0,,1,2,.500,4,4,8,2,0,0,1,3,7,8.2
78,78,1990-04-13,28-335,DET,ATL,L (-4),1,24:00,2,4,.500,0,0,,5,6,.833,1,5,6,0,0,0,0,3,9,7.6
79,79,1990-04-14,28-336,DET,ORL,W (+4),1,30:00,4,6,.667,0,0,,2,2,1.000,2,6,8,0,1,2,0,3,10,11.8
80,80,1990-04-19,28-341,DET,PHI,L (-10),1,31:00,5,5,1.000,0,0,,0,0,,3,5,8,1,1,0,1,5,10,10.8
81,81,1990-04-20,28-342,DET,IND,W (+6),1,37:00,3,4,.750,0,0,,5,6,.833,6,11,17,0,0,1,5,5,11,10.2
82,82,1990-04-22,28-344,DET,CHI,W (+5),1,27:00,5,8,.625,0,0,,2,2,1.000,3,4,7,2,1,0,1,4,12,11.5
1,1,1990-04-26,28-348,DET,IND,W (+12),1,27:00,2,5,.400,0,0,,0,1,.000,4,2,6,2,0,0,4,3,4,0.5
2,2,1990-04-28,28-350,DET,IND,W (+13),1,36:00,0,2,.000,0,0,,1,2,.500,3,6,9,2,0,1,0,4,1,3.6
3,3,1990-05-01,28-353,DET,IND,W (+12),1,22:00,5,6,.833,0,0,,0,2,.000,1,2,3,1,0,1,1,4,10,7.1
4,4,1990-05-08,28-360,DET,NYK,W (+35),1,30:00,5,8,.625,0,0,,0,0,,3,8,11,0,1,1,2,2,10,9.8
5,5,1990-05-10,28-362,DET,NYK,W (+7),1,33:00,2,3,.667,0,0,,0,2,.000,3,6,9,0,0,0,2,1,4,3.4
6,6,1990-05-12,28-364,DET,NYK,L (-8),1,32:00,3,6,.500,0,0,,0,0,,3,5,8,2,0,1,3,1,6,5.3
7,7,1990-05-13,29-000,DET,NYK,W (+12),1,40:00,6,10,.600,0,0,,2,4,.500,6,8,14,2,2,2,0,4,14,18.4
8,8,1990-05-15,29-002,DET,NYK,W (+11),1,35:00,2,4,.500,0,0,,0,0,,3,8,11,1,0,0,0,4,4,5.6
9,9,1990-05-20,29-007,DET,CHI,W (+9),1,38:00,3,6,.500,0,0,,0,0,,3,10,13,1,0,1,0,2,6,8.7
10,10,1990-05-22,29-009,DET,CHI,W (+9),1,23:00,3,3,1.000,0,0,,2,3,.667,1,4,5,1,0,1,2,4,8,6.4
11,11,1990-05-26,29-013,DET,CHI,L (-5),1,25:00,0,2,.000,0,0,,2,2,1.000,2,5,7,0,1,1,4,5,2,-0.8
12,12,1990-05-28,29-015,DET,CHI,L (-7),1,43:00,7,15,.467,0,0,,6,8,.750,10,10,20,0,0,1,3,5,20,17.2
13,13,1990-05-30,29-017,DET,CHI,W (+14),1,27:00,2,3,.667,0,0,,2,2,1.000,1,5,6,0,1,0,2,2,6,5.1
14,14,1990-06-01,29-019,DET,CHI,L (-18),1,31:00,4,6,.667,0,0,,1,3,.333,4,4,8,1,0,0,1,4,9,7.7
15,15,1990-06-03,29-021,DET,CHI,W (+19),1,39:00,6,7,.857,0,0,,1,2,.500,2,7,9,1,2,1,1,4,13,14.4
16,16,1990-06-05,29-023,DET,POR,W (+6),1,23:00,3,5,.600,0,0,,0,0,,2,7,9,1,1,0,3,6,6,3.5
17,17,1990-06-07,29-025,DET,POR,L (-1),1,25:00,0,1,.000,0,0,,1,2,.500,2,6,8,1,0,0,2,4,1,0.2
18,18,1990-06-12,29-030,DET,POR,W (+3),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
19,19,1990-06-14,29-032,DET,POR,W (+2),0,30:00,1,3,.333,0,0,,0,2,.000,2,3,5,1,1,2,1,3,2,2.7
