Rk,G,Date,Age,Tm,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
24,24,1993-01-06,31-238,DET,LAC,W (+7),1,44:00,4,6,.667,1,2,.500,1,2,.500,9,14,23,4,0,2,1,5,10,18.7
25,25,1993-01-08,31-240,DET,ATL,L (-9),1,45:00,2,7,.286,0,1,.000,0,0,,8,18,26,1,0,1,1,4,4,9.7
26,26,1993-01-09,31-241,DET,GSW,L (-4),1,37:00,4,9,.444,1,1,1.000,3,6,.500,10,16,26,0,0,0,1,5,12,14.9
27,27,1993-01-11,31-243,DET,SAS,L (-18),1,42:00,2,6,.333,0,0,,0,0,,10,16,26,0,3,0,3,5,4,10.4
28,28,1993-01-13,31-245,DET,DAL,W (+16),1,36:00,2,8,.250,0,4,.000,0,0,,4,14,18,1,0,1,1,1,4,6.2
29,29,1993-01-14,31-246,DET,ATL,L (-17),1,18:00,3,4,.750,0,1,.000,0,0,,3,8,11,0,1,0,0,2,6,9.1
30,30,1993-02-16,31-279,DET,ORL,W (+4),0,29:00,2,4,.500,0,0,,4,4,1.000,7,5,12,2,0,0,0,4,8,12.2
31,31,1993-02-17,31-280,DET,MIA,L (-4),0,36:00,3,7,.429,0,1,.000,4,6,.667,9,8,17,3,1,0,3,3,10,13.1
32,32,1993-02-23,31-286,DET,PHI,W (+12),1,43:00,2,8,.250,0,3,.000,2,2,1.000,7,18,25,1,1,0,5,3,6,7.0
33,33,1993-02-26,31-289,DET,NYK,W (+28),1,35:00,4,9,.444,1,2,.500,0,2,.000,2,10,12,0,1,0,1,2,9,7.1
34,34,1993-02-27,31-290,DET,MIL,L (-2),1,37:00,4,9,.444,1,3,.333,2,3,.667,3,11,14,4,0,2,1,3,11,13.3
35,35,1993-03-01,31-292,DET,BOS,W (+4),1,39:00,2,4,.500,0,0,,3,5,.600,4,15,19,1,0,1,2,3,7,9.7
36,36,1993-03-03,31-294,DET,UTA,L (-8),1,44:00,3,10,.300,2,5,.400,2,4,.500,11,12,23,0,0,1,3,4,10,10.8
37,37,1993-03-05,31-296,DET,BOS,L (-4),1,45:00,3,7,.429,0,1,.000,0,0,,7,12,19,2,0,0,2,3,6,9.0
38,38,1993-03-07,31-298,DET,MIL,W (+7),1,43:00,2,4,.500,0,1,.000,3,4,.750,8,17,25,2,1,2,0,3,7,17.9
39,39,1993-03-09,31-300,DET,LAL,L (-2),1,42:00,2,5,.400,0,1,.000,2,2,1.000,3,11,14,4,1,0,1,5,6,9.5
40,40,1993-03-14,31-305,DET,CHI,W (+2),1,38:00,2,4,.500,0,0,,0,0,,1,10,11,0,2,1,0,4,4,6.8
41,41,1993-03-16,31-307,DET,SAC,W (+3),1,39:00,4,10,.400,0,0,,3,6,.500,7,15,22,0,0,0,5,3,11,7.6
42,42,1993-03-17,31-308,DET,UTA,L (-24),1,30:00,5,12,.417,0,1,.000,2,2,1.000,4,9,13,1,1,1,0,1,12,13.1
43,43,1993-03-19,31-310,DET,PHO,L (-30),1,39:00,5,10,.500,0,0,,0,0,,5,8,13,1,0,5,0,2,10,14.3
44,44,1993-03-21,31-312,DET,LAL,W (+5),1,42:00,4,12,.333,0,0,,1,2,.500,8,13,21,1,0,1,1,5,9,9.7
45,45,1993-03-22,31-313,DET,GSW,L (-5),1,27:00,3,4,.750,0,0,,0,1,.000,4,6,10,3,1,1,2,3,6,9.2
46,46,1993-03-26,31-317,DET,CHH,W (+8),1,42:00,7,17,.412,0,1,.000,4,5,.800,11,14,25,4,0,2,2,3,18,21.4
47,47,1993-03-28,31-319,DET,CLE,W (+13),1,40:00,2,9,.222,0,1,.000,0,0,,6,15,21,1,0,0,1,2,4,6.1
48,48,1993-03-30,31-321,DET,ORL,L (-14),1,42:00,1,5,.200,0,0,,2,4,.500,6,11,17,2,1,0,1,4,4,7.4
49,49,1993-03-31,31-322,DET,POR,W (+9),1,37:00,6,17,.353,1,4,.250,4,10,.400,7,10,17,0,0,1,2,4,17,10.1
50,50,1993-04-02,31-324,DET,SAC,W (+9),1,45:00,3,8,.375,0,1,.000,0,0,,5,19,24,4,0,1,2,4,6,10.7
51,51,1993-04-06,31-328,DET,WSB,W (+12),1,41:00,3,8,.375,1,4,.250,0,0,,7,17,24,1,1,1,3,4,7,10.4
52,52,1993-04-08,31-330,DET,NJN,W (+2),1,42:00,6,11,.545,0,0,,1,4,.250,6,11,17,1,2,0,2,4,13,13.1
53,53,1993-04-09,31-331,DET,BOS,W (+15),1,34:00,2,5,.400,0,0,,3,4,.750,5,9,14,0,1,1,0,3,7,10.6
54,54,1993-04-11,31-333,DET,WSB,W (+12),1,40:00,7,12,.583,0,0,,0,1,.000,5,12,17,1,1,0,0,3,14,15.6
55,55,1993-04-12,31-334,DET,CHI,L (-3),1,46:00,4,11,.364,0,2,.000,3,4,.750,10,8,18,2,0,0,3,4,11,10.7
56,56,1993-04-14,31-336,DET,ATL,W (+3),1,47:00,3,9,.333,0,1,.000,0,0,,7,15,22,4,0,1,1,2,6,12.0
57,57,1993-04-16,31-338,DET,CHH,L (-34),1,26:00,1,5,.200,0,0,,4,4,1.000,5,4,9,2,0,0,1,4,6,6.4
58,58,1993-04-17,31-339,DET,NYK,L (-10),1,48:00,6,14,.429,0,2,.000,2,4,.500,8,11,19,1,2,0,4,5,14,11.4
59,59,1993-04-20,31-342,DET,CLE,L (-24),1,36:00,7,11,.636,0,0,,3,5,.600,9,9,18,1,1,1,2,3,17,19.5
60,60,1993-04-22,31-344,DET,CHI,L (-6),1,49:00,3,9,.333,0,2,.000,4,6,.667,10,14,24,1,0,1,1,4,10,14.1
61,61,1993-04-23,31-345,DET,IND,W (+5),1,35:00,5,8,.625,0,1,.000,3,7,.429,1,14,15,3,1,0,1,4,13,13.2
62,62,1993-04-25,31-347,DET,NJN,W (+6),1,10:00,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0
