Name,Salary
Allen Iverson,9000000
Theo Ratliff,7031250
Matt Geiger,6889520
Tyrone Hill,6422400
Toni Kukoc,4500000
Eric Snow,3000000
George Lynch,2000000
Aaron McKie,1624000
Nazr Mohammed,690960
Jumaine Jones,684000
Rick Mahorn,510000
Jerald Honeycutt,460000
Kevin Ollie,422235
Todd MacCulloch,301875
Rodrick Rhodes,122000
Stanley Roberts,102824
Doug Overton,100000
Casey Shaw,25000
Steve Goodrich,4529
