Name,Salary
Scottie Pippen,14795642
Rasheed Wallace,10800000
Damon Stoudamire,10125000
Arvydas Sabonis,9818481
Brian Grant,7680862
Steve Smith,7200000
Jermaine O'Neal,5075000
Detlef Schrempf,2000000
Bonzi Wells,1428720
Gary Grant,1200000
Greg Anthony,1100000
John Crotty,760000
Stacey Augmon,510000
Antonio Harvey,510000
Joe Kleine,510000
Nikita Morgunov,385000
