Name,Salary
Donyell Marshall,5250000
Erick Dampier,4988000
Mookie Blaylock,4200000
Chris Mills,4200000
Jason Caffey,3937500
Terry Cummings,2600000
Antawn Jamison,2503800
Billy Owens,2090000
Adonal Foyle,1922520
Larry Hughes,1722240
Vonteego Cummings,704400
Tony Farmer,510000
Tim Legler,510000
Sam Mack,315000
Tim Young,301875
Bill Curley,117867
Damon Jones,70206
Drew Barry,62765
Chris Carr,60000
Jamel Thomas,31963
Sam Jacobson,22647
John Morton,6735
Mark Davis,6000
