Name,Salary
Anfernee Hardaway,9000000
Tom Gugliotta,8558535
Jason Kidd,6858335
Clifford Robinson,6125000
Luc Longley,5175000
Rex Chapman,3150000
Rodney Rogers,2000000
Shawn Marion,1546320
Corie Blount,1100000
Toby Bailey,535000
Todd Day,510000
Oliver Miller,510000
Mark West,510000
Randy Livingston,485000
Gerald Brown,385000
Ben Davis,45847
Mike Brown,25000
LaMarcus Golden,25000
