Name,Salary
Michael Olowokandi,3456240
Tyrone Nesby,2716667
Lamar Odom,2445480
Eric Piatkowski,2000000
Eric Murdock,1925000
James Robinson,1866667
Keith Closs,1680000
Derek Anderson,1439400
Maurice Taylor,1367400
Brian Skinner,843000
Charles Smith,779960
Anthony Avent,510000
Pooh Richardson,500000
Troy Hudson,460000
Charles Jones,385000
Marty Conlon,114529
